UserId	image1 initial answer	image2 initial answer	image3 initial answer	image1 final answer	image2 final answer	image3 final answer	image1 neighboring answers	image2 neighboring answers	image3 neighboring answers
AVDPHJ3MEOQS9	99999	50000	40000	99999	50000	40000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3VQP1UC7BA3YU	95500	75500	33500	80000	17500	16500	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
AU689SWJHRQUB	62000	34000	26000	62000	34000	26000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
AGTLC1MJ25K4F	100000	2000	6000	25000	5000	6500	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"6500,8000,7000,10000,7500,10000,10000,6000,10000,8500,"	"11000,10000,14000,10500,14000,"
A1NQW9H2DW4XDG	99999	45000	23000	50000	22000	20000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
AV7A7JJI64J0J	15000	6000	7500	10500	8500	9500	"11000,10900,10800,10700,10600,9500,9300,9000,8800,8600,8500,8300,8000,7000,7000,7000,7000,7000,7000,1000,"	"10000,10500,11000,11500,12000,12500,14000,14000,14000,14000,"	"11500,12000,12500,15500,15500,"
awmehrunnish@gmail.com	999	98899	98777	89999	96555	87655	"5399,7399,8999,5099,6699,4999,8999,5299,8999,5199,7699,7999,7499,8999,14999,6499,7199,8999,6999,8999,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
ARQA90W3DRJCB	68028	250345	23588	28364	15432	16000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A3JFW7NXI7HCI6	100000	10000	4000	25000	4000	7500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"6000,5500,5000,4500,4000,3500,2000,2000,2000,2000,"	"8000,8500,9000,12000,12000,"
A33Y198DS7LTCU	100000	14000	14000	50000	10000	12000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"10000,9500,9000,8500,8000,7500,6000,6000,6000,6000,"	"10000,9500,9000,6000,6000,"
ATJ8M4UR7NGIJ	7000	13000	85000	14000	8000	12500	"11400,13400,15000,11100,12700,11000,15000,11300,15000,11200,13700,14000,13500,15000,21000,12500,13200,15000,13000,15000,"	"8500,7000,8000,5000,7500,5000,5000,9000,5000,6500,"	"15000,16000,12000,15500,12000,"
AW57V0F44UGO7	100000	25000	25000	100000	15000	16000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A9794G3M1EB6Y	9000	4500	4500	9000	4500	4500	"13400,15400,17000,13100,14700,13000,17000,13300,17000,13200,15700,16000,15500,17000,23000,14500,15200,17000,15000,17000,"	"9000,10500,9500,12500,10000,12500,12500,8500,12500,11000,"	"9500,8500,12500,9000,12500,"
A195HVBZ40PKDX	5000	2500	2000	5000	2500	2000	"9000,9100,9200,9300,9400,10500,10700,11000,11200,11400,11500,11700,12000,13000,13000,13000,13000,13000,13000,19000,"	"6500,7000,7500,8000,8500,9000,10500,10500,10500,10500,"	"6000,6500,7000,10000,10000,"
A18TU22V7OI3NW	500000	250000	200000	45000	200000	18000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A2W212FDCF0DCX	999999	990000	90909	999999	90909	60000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A1LQ1TTZ0DPVTU	20000	1600	4000	11000	2500	4000	"16000,15900,15800,15700,15600,14500,14300,14000,13800,13600,13500,13300,13000,12000,12000,12000,12000,12000,12000,6000,"	"5600,6100,6600,7100,7600,8100,9600,9600,9600,9600,"	"8000,8500,9000,12000,12000,"
A272V86TW3J1XJ	50000	10000	5000	25000	5000	5000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"6000,5500,5000,4500,4000,3500,2000,2000,2000,2000,"	"9000,9500,10000,13000,13000,"
A234VGYGKDPDT0	50000	35000	18000	30000	25000	15000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"14000,13500,13000,10000,10000,"
A1VKNYUOJP788E	50000	24000	25000	24000	24000	25000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A2DCGTGSVHL9KM	60000	4000	14000	25900	8000	10000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"8500,10000,9000,12000,9500,12000,12000,8000,12000,10500,"	"9000,10000,6000,9500,6000,"
A7I6P8TUGP2XO	99999	22000	12000	25000	12400	6000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"7000,8000,4000,7500,4000,"
A1L3KXO27NAYQR	100000	20000	20000	26000	16000	15000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A1DBDHM956762E	90000	5000	10000	45000	10000	10000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"9000,9500,10000,10500,11000,11500,13000,13000,13000,13000,"	"6000,5500,5000,2000,2000,"
A27AY9SE0DKHZU	40000	25500	25500	40000	25500	25500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
AM0JKZVOEOTMA	89995	28500	11000	27000	12000	7000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"7000,6500,6000,3000,3000,"
AVNX1G2A82PZY	99999	42000	30000	45000	13000	30000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A56TGJW7GWQIC	100000	85000	15500	100000	15000	15500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"11500,11000,10500,7500,7500,"
ASVTUNZ51H14M	50000	10000	8000	25000	6000	8000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"5500,4000,5000,2000,4500,2000,2000,6000,2000,3500,"	"13000,12000,16000,12500,16000,"
A2533HHCJJRLXX	100000	30000	25000	25800	15000	18000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A32C9XHST5VZC8	1403	5493	11000	9400	11000	5500	"5403,5503,5603,5703,5803,6903,7103,7403,7603,7803,7903,8103,8403,9403,9403,9403,9403,9403,9403,15403,"	"9493,9993,10493,10993,11493,11993,13493,13493,13493,13493,"	"7000,6500,6000,3000,3000,"
A32ZOUVKLUA6O9	100000	25000	15500	22500	15000	11500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"11500,11000,10500,7500,7500,"
A1JBTEJN14MFFA	8000	1400	20000	15000	6000	18000	"12400,14400,16000,12100,13700,12000,16000,12300,16000,12200,14700,15000,14500,16000,22000,13500,14200,16000,14000,16000,"	"5900,7400,6400,9400,6900,9400,9400,5400,9400,7900,"	"15000,16000,12000,15500,12000,"
A826FYIWZYWH5	100000	35000	18000	26000	16500	14500	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"13000,14000,10000,13500,10000,"
AUMB617RXM9CU	85650	0	0	0	0	0	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"		
A12F0SGHFDIXLG	100000	50000	50000	100000	50000	50000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3PDOZ6I8PE9ZK	55	10	11	15	10	11	"4455,6455,8055,4155,5755,4055,8055,4355,8055,4255,6755,7055,6555,8055,14055,5555,6255,8055,6055,8055,"	"4510,6010,5010,8010,5510,8010,8010,4010,8010,6510,"	"5011,4011,8011,4511,8011,"
A2OXOBEWY5V44S	100000	45	50	100000	450000	50	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"4545,6045,5045,8045,5545,8045,8045,4045,8045,6545,"	"5050,4050,8050,4550,8050,"
A30KO1ZDD4E02J	5000	6000	10000	8000	9000	8000	"9400,11400,13000,9100,10700,9000,13000,9300,13000,9200,11700,12000,11500,13000,19000,10500,11200,13000,11000,13000,"	"10500,12000,11000,14000,11500,14000,14000,10000,14000,12500,"	"5000,6000,2000,5500,2000,"
AXS9LTZ30XHO9 	48000	23000	20000	58000	23000	20000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
 A1UI28XB1R40QM	100000	75000	75000	100000	75000	75000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A381XM5ZPMVMDK	99000	30000	22000	45000	25000	20000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
